,대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,도로명대지위치,건물명,특수지명,블록,로트,외필지수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,동명칭,주부속구분코드,주부속구분코드명,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),구조코드,구조코드명,기타구조,주용도코드,주용도코드명,기타용동,지붕코드,지붕코드명,기타지붕,세대수(세대),가구수(가구),높이(m),지상층수,지하층수,승용승강기수,비상용승강기수,부속건축물수,부속건축물면적(㎡),총동연면적(㎡),옥내기계식대수(대),옥내기계식면적(㎡),옥외기계식대수(대),옥외기계식면적(㎡),옥내자주식대수(대),주차면수합,옥외자주식대수(대),옥외자주식면적(㎡),변환_행정동
5277,경기도 수원시 영통구 이의동 1318-2번지,41117,10300,0,1318,2,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 147 (이의동),,,,,0,4.11E+11,10301,0,147,0,,0,주건축물,315,187.92,59.6571,564.86,564.86,179.3206,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,16.3,4,0,1,0,0,0,564.86,0,0,0,0,0,6,6,0,광교1동
5278,경기도 수원시 영통구 이의동 1318-3번지,41117,10300,0,1318,3,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 143 (이의동),,,,,0,4.11E+11,10301,0,143,,,0,주건축물,302.1,178.89,59.2,543.22,543.22,179.9,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독(다가구)주택, 제2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,16.85,4,0,1,0,0,0,543.22,0,0,0,0,0,6,6,0,광교1동
5279,경기도 수원시 영통구 이의동 1319번지,41117,10300,0,1319,0,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 128 (이의동),,,,,0,4.11E+11,10301,0,128,0,,0,주건축물,249.9,141.09,56.46,449.26,449.26,179.78,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택:4가구),근린생활시설",10,(철근)콘크리트,(철근)콘크리트(경사지붕),0,4,17.89,4,0,1,0,0,0,449.26,0,0,0,0,0,5,5,57.5,광교1동
5280,경기도 수원시 영통구 이의동 1319-1번지,41117,10300,0,1319,1,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 130 (이의동),,,,,0,4.11E+11,10301,0,130,0,,0,주건축물,256.8,153.57,59.8,564.75,460.94,179.49,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다구구주택:5가구),2종근린생활시설",90,기타지붕,기타지붕(경사지붕),0,5,16.12,4,1,1,0,0,0,564.75,0,0,0,0,0,6,6,0,광교1동
5281,경기도 수원시 영통구 이의동 1319-2번지,41117,10300,0,1319,2,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 134 (이의동),,,,,0,4.11E+11,10301,0,134,,,0,주건축물,261.5,133.62,51.1,532.03,430.96,164.8,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택(다가구주택),10,(철근)콘크리트,경사지붕,0,5,16.5,4,1,0,0,0,0,532.03,0,0,0,0,0,6,6,69,광교1동
5282,경기도 수원시 영통구 이의동 1319-3번지,41117,10300,0,1319,3,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 136 (이의동),,,,,0,4.11E+11,10301,0,136,,,0,주건축물,238.7,138.64,58.08,493.1,415.46,174.05,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택:5가구),제2종근린생활시설(일반음식점)",10,(철근)콘크리트,(철근)콘크리트,0,5,15.9,4,1,1,0,0,0,493.1,0,0,0,0,0,6,6,69,광교1동
5283,경기도 수원시 영통구 이의동 1319-4번지,41117,10300,0,1319,4,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 138 (이의동),,,,,0,4.11E+11,10301,0,138,,,0,주건축물,251.8,141.83,56.33,561.24,447.51,177.72,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",90,기타지붕,일반목구조,0,5,16.9,4,1,1,0,0,0,561.24,0,0,0,0,0,6,6,69,광교1동
5284,경기도 수원시 영통구 이의동 1319-5번지,41117,10300,0,1319,5,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 142 (이의동),,,,,0,4.11E+11,10301,0,142,0,,0,주건축물,255.7,143.99,56.31,595.47,460.23,179.99,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(4가구)/제1,2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,4,16.97,4,1,1,0,0,0,595.47,0,0,0,0,0,6,6,69,광교1동
5285,경기도 수원시 영통구 이의동 1319-6번지,41117,10300,0,1319,6,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 144 (이의동),,,,,0,4.11E+11,10301,0,144,0,,0,주건축물,252.5,141.16,55.9,529.53,450.84,178.55,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,4,16.4,4,1,1,0,0,0,529.53,0,0,0,0,0,5,5,57.5,광교1동
5286,경기도 수원시 영통구 이의동 1319-7번지,41117,10300,0,1319,7,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 148 (이의동),,,,,0,4.11E+11,10301,0,148,,,0,주건축물,252.1,149.6,59.34,533.94,444.7,176.4,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,15.75,4,1,1,0,0,0,533.94,0,0,0,0,0,6,6,69,광교1동
5287,경기도 수원시 영통구 이의동 1319-8번지,41117,10300,0,1319,8,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 150 (이의동),,,,,0,4.11E+11,10301,0,150,0,,0,주건축물,248.9,140.42,56.42,510.42,398.91,160.27,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,4,16.87,4,1,1,0,0,0,510.42,0,0,0,0,0,5,5,57.5,광교1동
5288,경기도 수원시 영통구 이의동 1319-9번지,41117,10300,0,1319,9,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 152 (이의동),,,,,0,4.11E+11,10301,0,152,0,,0,주건축물,238.3,134.72,56.53,493.3,428.58,179.85,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택:4가구),제1종근린생활시설",10,(철근)콘크리트,(철근)콘크리트(경사지붕),0,4,15.74,4,1,1,0,0,0,493.3,0,0,0,0,0,5,5,57.5,광교1동
5289,경기도 수원시 영통구 이의동 1319-10번지,41117,10300,0,1319,10,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 154 (이의동),,,,,0,4.11E+11,10301,0,154,0,,0,주건축물,245.7,146.73,59.72,556.91,441.12,179.54,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,17.24,4,1,1,0,0,0,556.91,0,0,0,0,0,6,6,69,광교1동
5290,경기도 수원시 영통구 이의동 1319-11번지,41117,10300,0,1319,11,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 156 (이의동),AURUMVILL,,,,0,4.11E+11,10301,0,156,,,0,주건축물,285.7,167.51,58.63,581.35,492.17,172.27,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",90,기타지붕,경사지붕,0,5,17.88,4,1,1,0,0,0,581.35,0,0,0,0,0,6,6,0,광교1동
5292,경기도 수원시 영통구 이의동 1320-1번지,41117,10300,0,1320,1,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로 113 (이의동),아름다운안디옥교회,,,,0,4.11E+11,10301,0,113,,아름다운안디옥교회,0,주건축물,934,466.93,49.99,2983.41,1866.31,199.82,21,철근콘크리트구조,철근콘크리트구조,6000,종교시설,종교시설,10,(철근)콘크리트,평슬라브,0,0,28.8,7,2,1,0,0,0,2983.41,14,39.2,0,0,0,23,23,0,광교1동
5293,경기도 수원시 영통구 이의동 1321번지,41117,10300,0,1321,0,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 88 (이의동),,,,,0,4.11E+11,10301,0,88,0,,0,주건축물,271.8,155.31,57.14,569.26,469.73,172.82,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택-4가구),제2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트(경사지붕),0,4,16.5,4,1,1,0,0,0,569.26,0,0,0,0,0,5,5,57.5,광교1동
5294,경기도 수원시 영통구 이의동 1321-1번지,41117,10300,0,1321,1,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 90 (이의동),,,,,0,4.11E+11,10301,0,90,,,0,주건축물,274.9,163.56,59.5,649.3,493.8,179.63,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택,제2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,15.15,4,1,1,0,0,0,649.3,0,0,0,0,0,7,7,80.5,광교1동
5295,경기도 수원시 영통구 이의동 1321-2번지,41117,10300,0,1321,2,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 96 (이의동),,,,,0,4.11E+11,10301,0,96,0,,0,주건축물,275.5,148.06,53.74,585.85,483.15,175.37,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,10,(철근)콘크리트,(철근)콘크리트,0,5,16.5,4,1,1,0,0,0,585.85,0,0,0,0,0,6,6,69,광교1동
5296,경기도 수원시 영통구 이의동 1321-3번지,41117,10300,0,1321,3,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 98 (이의동),,,,,0,4.11E+11,10301,0,98,0,,0,주건축물,275.4,157.62,57.23,598.69,491.08,178.32,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,다가구주택(5가구)/근린생활시설,10,(철근)콘크리트,철근콘크리트(경사지붕),0,5,15.85,4,1,1,0,0,0,598.69,0,0,0,0,0,6,6,69,광교1동
5297,경기도 수원시 영통구 이의동 1321-4번지,41117,10300,0,1321,4,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 100 (이의동),하우재,,,,0,4.11E+11,10301,0,100,0,,0,주건축물,275.6,159.61,57.9136,605.68,495.42,179.7605,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,18.52,4,1,1,0,0,0,605.68,0,0,0,0,0,6,6,69,광교1동
5298,경기도 수원시 영통구 이의동 1321-5번지,41117,10300,0,1321,5,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 102 (이의동),이의동 1321-5 단독주택 (이은희),,,,0,4.11E+11,10301,0,102,,주건축물제1동,0,주건축물,275.7,160.51,58.2191,596.07,493.95,179.1621,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택),제2종근린생활시설",10,(철근)콘크리트,경사지붕(징크),0,5,16.8,4,1,1,0,0,0,596.07,0,0,0,0,0,6,6,69,광교1동
5299,경기도 수원시 영통구 이의동 1321-6번지,41117,10300,0,1321,6,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 106 (이의동),,,,,0,4.11E+11,10301,0,106,,,0,주건축물,275.5,158.44,57.51,587.5,493.2,179.02,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",90,기타지붕,기타지붕,0,5,17.21,4,1,1,0,0,0,587.5,0,0,0,0,0,6,6,0,광교1동
5300,경기도 수원시 영통구 이의동 1321-7번지,41117,10300,0,1321,7,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 108 (이의동),,,,,0,4.11E+11,10301,0,108,0,,0,주건축물,275.5,162.65,59.04,584.29,493.44,179.11,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,19.17,4,1,1,0,0,0,584.29,0,0,0,0,0,6,6,69,광교1동
5301,경기도 수원시 영통구 이의동 1321-8번지,41117,10300,0,1321,8,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 112 (이의동),,,,,0,4.11E+11,10301,0,112,0,,0,주건축물,274.9,157.2,57.1844,571.62,489.8,178.1739,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,18.1,4,1,1,0,0,0,571.62,0,0,0,0,0,6,6,69,광교1동
5302,경기도 수원시 영통구 이의동 1321-9번지,41117,10300,0,1321,9,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 114 (이의동),,,,,0,4.11E+11,10301,0,114,0,,0,주건축물,269.3,151.53,56.27,591.4,484.41,179.88,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,10,(철근)콘크리트,철근콘크리트구조,0,5,17.35,4,1,1,0,0,0,591.4,0,0,0,0,0,6,6,102.9011,광교1동
5303,경기도 수원시 영통구 이의동 1321-10번지,41117,10300,0,1321,10,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 116 (이의동),KBM house,,,,0,4.11E+11,10301,0,116,0,,0,주건축물,288.8,162.38,56.2258,596.97,505.91,175.1766,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",20,기와,스페니쉬기와,0,5,17.425,4,1,1,0,0,0,596.97,0,0,0,0,0,6,6,69,광교1동
5304,경기도 수원시 영통구 이의동 1321-11번지,41117,10300,0,1321,11,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 120 (이의동),,,,,0,4.11E+11,10301,0,120,0,,0,주건축물,288.4,160.74,55.74,590.62,493.12,170.98,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,16.45,4,1,1,0,0,0,590.62,0,0,0,0,0,6,6,69,광교1동
5305,경기도 수원시 영통구 이의동 1321-12번지,41117,10300,0,1321,12,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 122 (이의동),,,,,0,4.11E+11,10301,0,122,0,,0,주건축물,288,170.78,59.3,581.07,512.43,177.93,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",90,기타지붕,경사지붕,0,5,15.7,4,1,1,0,0,0,581.07,0,0,0,0,0,6,6,69,광교1동
5314,경기도 수원시 영통구 이의동 1325-1번지,41117,10300,0,1325,1,1.08E+13,2,집합,3,표제부,경기도 수원시 영통구 센트럴타운로100번길 20 (이의동),,,,,0,4.11E+11,10301,0,20,,,0,주건축물,750.7,448.39,59.73,2419.6,1799.18,239.67,21,철근콘크리트구조,철근콘크리트구조,3000,제1종근린생활시설,"제1,2종근린생활시설",10,(철근)콘크리트,철근콘크리트평슬라브,0,0,24.1,5,1,1,0,0,0,2419.6,0,0,0,0,15,15,0,0,광교1동
5315,경기도 수원시 영통구 이의동 1325-2번지,41117,10300,0,1325,2,1.08E+13,2,집합,3,표제부,경기도 수원시 영통구 센트럴타운로100번길 14 (이의동),랜드프라자,,,,0,4.11E+11,10301,0,14,,랜드프라자,0,주건축물,750.4,436.18,58.13,2445.91,1793.15,238.96,21,철근콘크리트구조,철근콘크리트구조,3000,제1종근린생활시설,"제1,2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,0,24.15,5,1,1,0,0,0,2445.91,0,0,0,0,15,15,0,0,광교1동
5316,경기도 수원시 영통구 이의동 1325-3번지,41117,10300,0,1325,3,1.08E+13,2,집합,3,표제부,경기도 수원시 영통구 센트럴타운로100번길 8 (이의동),에이(A)-타워,,,,0,4.11E+11,10301,0,8,,,0,주건축물,750.2,448.5,59.78,2459.99,1799.69,239.89,21,철근콘크리트구조,철근콘크리트구조,3000,제1종근린생활시설,"제1,2종근린생활시설, 교육연구시설",90,기타지붕,평지붕,0,0,24.4,5,1,1,0,0,0,2459.99,0,0,0,0,14,14,0,0,광교1동
5317,경기도 수원시 영통구 이의동 1325-4번지,41117,10300,0,1325,4,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴타운로 98 (이의동),경현빌딩,,,,0,4.11E+11,10301,0,98,,,0,주건축물,801.2,443.64,55.37,3267.53,1917.74,239.36,21,철근콘크리트구조,철근콘크리트구조,3000,제1종근린생활시설,"제1,2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,0,23.25,5,2,1,0,0,0,3267.53,0,0,0,0,32,32,0,0,광교1동
5318,경기도 수원시 영통구 이의동 1325-5번지,41117,10300,0,1325,5,1.08E+13,2,집합,3,표제부,경기도 수원시 영통구 센트럴타운로 94 (이의동),앤에스코어빌딩,,,,0,4.11E+11,10301,0,94,,,0,주건축물,809.2,485.12,59.950568,2651.76,1925.54,237.956,21,철근콘크리트구조,철근콘크리트구조,4000,제2종근린생활시설,근린생활시설,10,(철근)콘크리트,(철근)콘크리트,0,0,21.05,5,2,1,0,0,0,2651.76,0,0,0,0,16,16,0,0,광교1동
5319,경기도 수원시 영통구 이의동 1325-6번지,41117,10300,0,1325,6,1.08E+13,2,집합,3,표제부,경기도 수원시 영통구 센트럴타운로 92 (이의동),대림프라자,,,,0,4.11E+11,10301,0,92,,,0,주건축물,810.1,485.21,59.9,2687.278,1936.231,239.01,21,철근콘크리트구조,철근콘크리트구조,4000,제2종근린생활시설,"제1,2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트(평슬라브),0,0,23.85,5,1,1,0,0,0,2687.278,0,0,0,0,15,15,0,0,광교1동
5382,경기도 수원시 영통구 이의동 1340번지,41117,10300,0,1340,0,1.08E+13,2,집합,3,표제부,경기도 수원시 영통구 도청로17번길 10 (이의동),성희프라자,,,,0,4.11E+11,10301,0,10,,,0,주건축물,1082.3,648.58,59.93,4349.02,2577.36,238.14,21,철근콘크리트구조,철근콘크리트조,3000,제1종근린생활시설,"근린생활시설, 교육연구시설",10,(철근)콘크리트,평지붕,0,0,18.1,4,2,1,0,0,0,4349.02,7,0,0,0,20,20,0,0,광교1동
5383,경기도 수원시 영통구 이의동 1340-1번지,41117,10300,0,1340,1,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 도청로17번길 18 (이의동),,,,,0,4.11E+11,10301,0,18,0,,0,주건축물,863.3,516.34,59.81,3457.47,2069.64,239.74,21,철근콘크리트구조,철근콘크리트구조,3000,제1종근린생활시설,근린생활시설/교육연구시설,10,(철근)콘크리트,(철근)콘크리트,0,0,22.85,5,2,1,0,0,0,3457.47,0,0,0,0,28,28,0,0,광교1동
5384,경기도 수원시 영통구 이의동 1341-1번지,41117,10300,0,1341,1,1.08E+13,2,집합,3,표제부,경기도 수원시 영통구 도청로17번길 34 (이의동),,,,,0,4.11E+11,10301,0,34,,,0,주건축물,947.9,532.64,56.191581,2989.52,2273.12,239.80588,21,철근콘크리트구조,철근콘크리트구조,4000,제2종근린생활시설,"제1종근린생활시설,교육연구시설",10,(철근)콘크리트,평슬래브,0,0,22.4,5,1,0,0,0,0,2989.52,0,0,0,0,20,20,0,0,광교1동
5386,경기도 수원시 영통구 이의동 1341-4번지,41117,10300,0,1341,4,1.08E+13,2,집합,3,표제부,경기도 수원시 영통구 에듀타운로 24 (이의동),그린프라자,,,,0,4.11E+11,10301,0,24,,,0,주건축물,948,564.03,59.4968,3933.9,2273.89,239.8618,21,철근콘크리트구조,철근콘크리트구조,3000,제1종근린생활시설,제2종근린생활시설,10,(철근)콘크리트,평슬라브,0,0,20.03,5,2,1,0,0,0,3933.9,0,0,0,0,23,23,0,0,광교1동
5408,경기도 수원시 영통구 이의동 1347-1번지,41117,10300,0,1347,1,1.08E+13,2,집합,3,표제부,경기도 수원시 영통구 도청로89번길 23 (이의동),월드프라자,,,,0,4.11E+11,10301,0,23,,,0,주건축물,844.3,501.97,59.45,2793.99,2025.15,239.86,21,철근콘크리트구조,철근콘크리트구조,3000,제1종근린생활시설,근린생활시설,10,(철근)콘크리트,(철근)콘크리트,0,0,22.38,5,1,1,0,0,0,2793.99,0,0,0,0,16,16,0,0,광교1동
