,대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,도로명대지위치,건물명,특수지명,블록,로트,외필지수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,동명칭,주부속구분코드,주부속구분코드명,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),구조코드,구조코드명,기타구조,주용도코드,주용도코드명,기타용동,지붕코드,지붕코드명,기타지붕,세대수(세대),가구수(가구),높이(m),지상층수,지하층수,승용승강기수,비상용승강기수,부속건축물수,부속건축물면적(㎡),총동연면적(㎡),옥내기계식대수(대),옥내기계식면적(㎡),옥외기계식대수(대),옥외기계식면적(㎡),옥내자주식대수(대),주차면수합,옥외자주식대수(대),옥외자주식면적(㎡),변환_행정동
5226,경기도 수원시 영통구 이의동 1310-5번지,41117,10300,0,1310,5,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 109 (이의동),백작,,,,0,4.11E+11,10301,0,109,0,,0,주건축물,270,160.07,59.29,485.79,485.79,179.92,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",90,기타지붕,경사지붕,0,4,16.02,4,0,1,0,0,0,485.79,0,0,0,0,0,5,5,0,광교1동
5227,경기도 수원시 영통구 이의동 1310-6번지,41117,10300,0,1310,6,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 105-2 (이의동),,,,,0,4.11E+11,10301,0,105,2,,0,주건축물,268.6,157.9,58.8,483.384,483.384,179.96,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,4,15.68,4,0,1,0,0,0,483.384,0,0,0,0,0,5,5,57.5,광교1동
5228,경기도 수원시 영통구 이의동 1310-7번지,41117,10300,0,1310,7,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 105-3 (이의동),,,,,0,4.11E+11,10301,0,105,3,,0,주건축물,267.6,159.89,59.75,479.21,479.21,179.08,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독(다가구)주택, 제2종근린생활시설",10,(철근)콘크리트,경사지붕,0,4,15.52,4,0,1,0,0,0,479.21,0,0,0,0,0,5,5,0,광교1동
5229,경기도 수원시 영통구 이의동 1311번지,41117,10300,0,1311,0,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 51 (이의동),,,,,0,4.11E+11,10301,0,51,0,,0,주건축물,305,163.74,53.69,494.74,494.91,162.27,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,15.2,4,0,1,0,0,0,494.74,0,0,0,0,0,6,6,69,광교1동
5230,경기도 수원시 영통구 이의동 1311-1번지,41117,10300,0,1311,1,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 47 (이의동),,,,,0,4.11E+11,10301,0,47,,,0,주건축물,312.8,181.25,57.94,632.16,553.23,176.86,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,16.4,4,1,1,0,0,0,632.16,0,0,0,0,0,6,6,0,광교1동
5231,경기도 수원시 영통구 이의동 1312번지,41117,10300,0,1312,0,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 41 (이의동),,,,,0,4.11E+11,10301,0,41,0,,0,주건축물,293.3,164.09,55.95,520.16,520.16,177.35,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,16.85,4,0,1,0,0,0,520.16,0,0,0,0,0,6,6,0,광교1동
5232,경기도 수원시 영통구 이의동 1312-1번지,41117,10300,0,1312,1,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 39 (이의동),,,,,0,4.11E+11,10301,0,39,,,0,주건축물,318.3,178.13,55.96,628.4983,572.1127,179.74,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,15.07,4,1,1,0,0,0,628.4983,0,0,0,0,0,6,6,69,광교1동
5233,경기도 수원시 영통구 이의동 1312-2번지,41117,10300,0,1312,2,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 131-5 (이의동),,,,,0,4.11E+11,10301,0,131,5,,0,주건축물,293.1,173.49,59.19,527.065,527.065,179.82,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,14.17,4,0,1,0,0,0,527.065,0,0,0,0,0,6,6,69,광교1동
5234,경기도 수원시 영통구 이의동 1312-3번지,41117,10300,0,1312,3,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 131-3 (이의동),,,,,0,4.11E+11,10301,0,131,3,,0,주건축물,298.1,173.99,58.37,531.25,531.25,178.21,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독(다가구)주택, 제1종근린생활시설",10,(철근)콘크리트,(철근)콘크리트(경사지붕),0,5,15,4,0,1,0,0,0,531.25,0,0,0,0,0,6,6,70,광교1동
5235,경기도 수원시 영통구 이의동 1312-4번지,41117,10300,0,1312,4,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 127 (이의동),해솔빌딩,,,,0,4.11E+11,10301,0,127,,,0,주건축물,315.8,187.74,59.45,562.16,562.16,178.01,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독(다가구)주택, 제2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트(평지붕 및 경사지붕),0,5,16.2,4,0,1,0,0,0,562.16,0,0,0,0,0,6,6,69,광교1동
5236,경기도 수원시 영통구 이의동 1312-5번지,41117,10300,0,1312,5,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 125 (이의동),한연빌딩,,,,0,4.11E+11,10301,0,125,0,,0,주건축물,303.1,163.29,53.87,544,544,179.48,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,15.65,4,0,1,0,0,0,544,0,0,0,0,0,6,6,69,광교1동
5237,경기도 수원시 영통구 이의동 1312-6번지,41117,10300,0,1312,6,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 125-2 (이의동),,,,,0,4.11E+11,10301,0,125,2,,0,주건축물,296.6,175.89,59.3,532.39,532.39,179.5,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,14.5,4,0,1,0,0,0,532.39,0,0,0,0,0,6,6,69,광교1동
5238,경기도 수원시 영통구 이의동 1312-7번지,41117,10300,0,1312,7,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 125-4 (이의동),SJH HOUSE,,,,0,4.11E+11,10301,0,125,4,,0,주건축물,290.6,160.19,55.1239,494.75,494.75,170.2512,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,다가구주택(5가구)/제1종근린생활시설,10,(철근)콘크리트,철근콘크리트구조,0,5,16.775,4,0,1,0,0,0,494.75,0,0,0,0,0,6,6,69,광교1동
5239,경기도 수원시 영통구 이의동 1313번지,41117,10300,0,1313,0,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 35 (이의동),,,,,0,4.11E+11,10301,0,35,0,,0,주건축물,241.1,143.91,59.69,429.61,429.61,178.19,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,4,16.9,4,0,1,0,0,0,429.61,0,0,0,0,0,5,5,0,광교1동
5240,경기도 수원시 영통구 이의동 1313-1번지,41117,10300,0,1313,1,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 33 (이의동),,,,,0,4.11E+11,10301,0,33,0,,0,주건축물,255.6,144.91,56.69,463.86,455.22,178.1,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택:5가구),제2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트(경사지붕),0,5,15.2,4,1,1,0,0,0,457.1,0,0,0,0,0,6,6,69,광교1동
5241,경기도 수원시 영통구 이의동 1313-2번지,41117,10300,0,1313,2,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 139-3 (이의동),스퀘어 카운티,,,,0,4.11E+11,10301,0,139,3,,0,주건축물,253.5,141.53,55.83,455.4775,455.4775,179.68,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택:5가구),제1종근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,15.48,4,0,1,0,0,0,455.4775,0,0,0,0,0,6,6,70,광교1동
5242,경기도 수원시 영통구 이의동 1313-3번지,41117,10300,0,1313,3,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 139-2 (이의동),,,,,0,4.11E+11,10301,0,139,2,,0,주건축물,257.1,153.51,59.71,460.71,460.71,179.195,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독(다가구)주택, 제2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트(경사지붕),0,5,14.17,4,0,1,0,0,0,460.71,0,0,0,0,0,6,6,69.5,광교1동
5243,경기도 수원시 영통구 이의동 1313-4번지,41117,10300,0,1313,4,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 139-1 (이의동),,,,,0,4.11E+11,10301,0,139,1,,0,주건축물,262.8,157.29,59.85,472.15,472.15,179.66,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독(다가구)주택, 제1종근린생활시설",10,(철근)콘크리트,(철근)콘크리트(경사지붕+평지붕),0,5,14.3,4,0,1,0,0,0,472.15,0,0,0,0,0,6,6,0,광교1동
5244,경기도 수원시 영통구 이의동 1313-5번지,41117,10300,0,1313,5,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 139 (이의동),,,,,0,4.11E+11,10301,0,139,0,,0,주건축물,253.1,147.58,58.31,454.35,454.35,179.51,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,다가구주택(4가구)/근린생활시설,10,(철근)콘크리트,(철근)콘크리트,0,4,15.74,4,0,1,0,0,0,454.35,0,0,0,0,0,5,5,57.5,광교1동
5245,경기도 수원시 영통구 이의동 1313-6번지,41117,10300,0,1313,6,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 133 (이의동),,,,,0,4.11E+11,10301,0,133,0,,0,주건축물,267.8,159.66,59.62,479.42,479.42,179.02,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독(다가구)주택, 제2종근린생활시설",90,기타지붕,기타지붕,0,4,16.7,4,0,1,0,0,0,479.43,0,0,0,0,0,5,5,57.5,광교1동
5246,경기도 수원시 영통구 이의동 1313-7번지,41117,10300,0,1313,7,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 131-2 (이의동),,,,,0,4.11E+11,10301,0,131,2,,0,주건축물,263.1,157.36,59.81,473.5,473.5,179.97,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독(다가구)주택, 제2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,4,14.88,4,0,1,0,0,0,473.5,0,0,0,0,0,5,5,57.5,광교1동
5247,경기도 수원시 영통구 이의동 1313-8번지,41117,10300,0,1313,8,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 131-4 (이의동),,,,,0,4.11E+11,10301,0,131,4,,0,주건축물,254.6,146.48,57.53,456.48,456.48,179.29,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택:5가구),제1종근린생활시설",90,기타지붕,기타지붕(경사지붕),0,5,15.1,4,0,1,0,0,0,456.48,0,0,0,0,0,6,6,69,광교1동
5248,경기도 수원시 영통구 이의동 1313-9번지,41117,10300,0,1313,9,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 131-6 (이의동),,,,,0,4.11E+11,10301,0,131,6,,0,주건축물,256,148.9,58.16,457.33,457.33,178.64,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택),제2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,14.544,4,0,1,0,0,0,457.33,0,0,0,0,0,6,6,69,광교1동
5249,경기도 수원시 영통구 이의동 1314번지,41117,10300,0,1314,0,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 29 (이의동),,,,,0,4.11E+11,10301,0,29,0,,0,주건축물,285.5,170.04,59.56,484.82,484.82,169.81,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,4,15,4,0,1,0,0,0,484.82,0,0,0,0,0,5,5,57.5,광교1동
5250,경기도 수원시 영통구 이의동 1314-1번지,41117,10300,0,1314,1,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 25 (이의동),,,,,0,4.11E+11,10301,0,25,,,0,주건축물,283.3,169.3,59.76,484.45,484.45,171,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,4,14.5,4,0,1,0,0,0,484.45,0,0,0,0,0,5,5,57.5,광교1동
5251,경기도 수원시 영통구 이의동 1314-2번지,41117,10300,0,1314,2,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 23 (이의동),,,,,0,4.11E+11,10301,0,23,,,0,주건축물,267.7,160.29,59.8767,481.22,481.22,179.7609,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",20,기와,기와,0,4,15.8,4,0,1,0,0,0,481.22,0,0,0,0,0,5,5,57.5,광교1동
5252,경기도 수원시 영통구 이의동 1314-3번지,41117,10300,0,1314,3,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 19 (이의동),,,,,0,4.11E+11,10301,0,19,,,0,주건축물,274.3,164.48,59.96,481.18,481.18,175.42,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독(다가구)주택, 제2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,14.5,4,0,1,0,0,0,481.18,0,0,0,0,0,6,6,69,광교1동
5253,경기도 수원시 영통구 이의동 1314-4번지,41117,10300,0,1314,4,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 17 (이의동),예향당,,,,0,4.11E+11,10301,0,17,0,,0,주건축물,284,158.68,55.87,443.89,443.89,156.3,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독(다가구)주택, 제1,2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트(경사지붕),0,3,12.4,4,0,1,0,0,0,443.89,0,0,0,0,5,5,0,0,광교1동
5254,경기도 수원시 영통구 이의동 1314-5번지,41117,10300,0,1314,5,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 5-2 (이의동),이룸하우스,,,,0,4.11E+11,10301,0,5,2,,0,주건축물,229.4,134.61,58.68,408.15,408.15,177.92,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독(다가구)주택, 제2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,3,15.2,4,0,1,0,0,0,408.15,0,0,0,0,0,4,4,46,광교1동
5255,경기도 수원시 영통구 이의동 1314-6번지,41117,10300,0,1314,6,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 5-4 (이의동),,,,,0,4.11E+11,10301,0,5,4,,0,주건축물,238.4,142.83,59.91,427.1,427.1,179.15,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택:4가구),제2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,4,14.8,4,0,1,0,0,0,427.1,0,0,0,0,0,5,5,57.5,광교1동
5256,경기도 수원시 영통구 이의동 1314-7번지,41117,10300,0,1314,7,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 5-6 (이의동),,,,,0,4.11E+11,10301,0,5,6,,0,주건축물,240.2,141.83,59.05,431.71,431.71,179.73,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,4,15.05,4,0,1,0,0,0,431.71,0,0,0,0,0,5,5,57.5,광교1동
5257,경기도 수원시 영통구 이의동 1314-8번지,41117,10300,0,1314,8,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 5-8 (이의동),,,,,0,4.11E+11,10301,0,5,8,,0,주건축물,235.4,140.18,59.55,423.31,423.31,179.83,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택:4가구),제2종 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,4,15.2,4,0,1,0,0,0,423.31,0,0,0,0,0,5,5,57.5,광교1동
5258,경기도 수원시 영통구 이의동 1314-9번지,41117,10300,0,1314,9,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 5-10 (이의동),,,,,0,4.11E+11,10301,0,5,10,,0,주건축물,245.2,140.15,57.1574,439.43,439.43,179.2129,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,4,15.2,4,0,1,0,0,0,439.43,0,0,0,0,0,5,5,57.5,광교1동
5259,경기도 수원시 영통구 이의동 1314-10번지,41117,10300,0,1314,10,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 5-12 (이의동),,,,,0,4.11E+11,10301,0,5,12,,0,주건축물,238.1,139.58,58.62,420.14,420.14,176.45,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,16,4,0,0,0,0,0,420.14,0,0,0,0,5,5,0,0,광교1동
5260,경기도 수원시 영통구 이의동 1315번지,41117,10300,0,1315,0,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 12 (이의동),,,,,0,4.11E+11,10301,0,12,0,,0,주건축물,287.7,167.92,58.37,666.61,517.02,179.71,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택(다가구),10,(철근)콘크리트,(철근)콘크리트,0,5,15.1,4,1,1,0,0,0,666.61,0,0,0,0,3,7,4,46,광교1동
5261,경기도 수원시 영통구 이의동 1315-1번지,41117,10300,0,1315,1,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 8 (이의동),,,,,0,4.11E+11,10301,0,8,0,,0,주건축물,296.7,163.23,55.02,616.02,531.94,179.29,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,17.9,4,1,1,0,0,0,616.02,0,0,0,0,5,6,1,11.5,광교1동
5262,경기도 수원시 영통구 이의동 1316번지,41117,10300,0,1316,0,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 1 (이의동),,,,,0,4.11E+11,10301,0,1,,,0,주건축물,267.9,151.55,56.57,445.63,445.63,166.34,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,4,14.4,4,0,0,0,0,0,445.63,0,0,0,0,0,5,5,57.5,광교1동
5263,경기도 수원시 영통구 이의동 1316-1번지,41117,10300,0,1316,1,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 170 (이의동),,,,,0,4.11E+11,10301,0,170,,,0,주건축물,256.1,153.46,59.92,459.66,459.66,179.48,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,4,15.4,4,0,1,0,0,0,459.66,0,0,0,0,0,5,5,58,광교1동
5264,경기도 수원시 영통구 이의동 1316-2번지,41117,10300,0,1316,2,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 166 (이의동),,,,,0,4.11E+11,10301,0,166,,,0,주건축물,238.4,142.5,59.77,517.42,426.75,179.01,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독(다가구)주택, 제2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,4,18.78,4,1,1,0,0,0,517.42,0,0,0,0,0,5,5,58,광교1동
5265,경기도 수원시 영통구 이의동 1316-3번지,41117,10300,0,1316,3,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 162 (이의동),,,,,0,4.11E+11,10301,0,162,0,,0,주건축물,236.6,141.72,59.9,516.39,425.04,179.64,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,4,16,4,1,1,0,0,0,516.39,0,0,0,0,0,5,5,58,광교1동
5266,경기도 수원시 영통구 이의동 1316-4번지,41117,10300,0,1316,4,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 158 (이의동),Arum Haus,,,,0,4.11E+11,10301,0,158,,,0,주건축물,248.5,146.92,59.12,539.2,446.04,179.49,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",90,기타지붕,경사지붕,0,5,16.6,4,1,1,0,0,0,539.2,0,0,0,0,0,6,6,0,광교1동
5267,경기도 수원시 영통구 이의동 1317번지,41117,10300,0,1317,0,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 149-3 (이의동),,,,,0,4.11E+11,10301,0,149,3,,0,주건축물,274.4,163.83,59.7,455.34,455.34,165.94,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택:3가구),제1종근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,3,13.65,4,0,0,0,0,0,455.34,0,0,0,0,0,4,4,50,광교1동
5268,경기도 수원시 영통구 이의동 1317-1번지,41117,10300,0,1317,1,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 171 (이의동),,,,,0,4.11E+11,10301,0,171,,,0,주건축물,303.8,165.34,54.423963,494.97,494.97,162.92626,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,13,4,0,1,0,0,0,494.97,0,0,0,0,0,6,6,69,광교1동
5269,경기도 수원시 영통구 이의동 1317-2번지,41117,10300,0,1317,2,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 165 (이의동),,,,,0,4.11E+11,10301,0,165,,,0,주건축물,257,139.46,54.26,396.37,396.37,154.23,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,4,14.85,4,0,0,0,0,0,396.37,0,0,0,0,0,5,5,57.5,광교1동
5270,경기도 수원시 영통구 이의동 1317-3번지,41117,10300,0,1317,3,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 161 (이의동),,,,,0,4.11E+11,10301,0,161,0,,0,주건축물,263.1,154.73,58.81,444.4,444.4,168.91,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 제2종근린생활시설",10,(철근)콘크리트,경사스라브지붕,0,5,14.8,4,0,1,0,0,0,444.4,0,0,0,0,0,6,6,0,광교1동
5271,경기도 수원시 영통구 이의동 1317-4번지,41117,10300,0,1317,4,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 159 (이의동),,,,,0,4.11E+11,10301,0,159,,,0,주건축물,275.7,153.32,55.61,493.08,493.08,178.85,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,15.6,4,0,1,0,0,0,493.08,0,0,0,0,0,6,6,0,광교1동
5272,경기도 수원시 영통구 이의동 1317-5번지,41117,10300,0,1317,5,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 149 (이의동),,,,,0,4.11E+11,10301,0,149,0,,0,주건축물,287.6,155.34,54.01,493.54,493.54,171.61,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,15.7,4,0,1,0,0,0,493.54,0,0,0,0,0,6,6,69,광교1동
5273,경기도 수원시 영통구 이의동 1317-6번지,41117,10300,0,1317,6,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 149-1 (이의동),,,,,0,4.11E+11,10301,0,149,1,,0,주건축물,263.1,156.84,59.61,471.82,471.82,179.33,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택),제2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,14.6,4,0,1,0,0,0,471.82,0,0,0,0,0,6,6,69.5,광교1동
5274,경기도 수원시 영통구 이의동 1317-7번지,41117,10300,0,1317,7,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 149-2 (이의동),,,,,0,4.11E+11,10301,0,149,2,,0,주건축물,251.4,150.27,59.77,450.37,450.37,179.14,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택:5가구),제2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트(경사지붕),0,5,14.75,4,0,1,0,0,0,450.37,0,0,0,0,0,6,6,69,광교1동
5275,경기도 수원시 영통구 이의동 1318번지,41117,10300,0,1318,0,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 141 (이의동),강가의 숲,,,,0,4.11E+11,10301,0,141,,,0,주건축물,276,162.38,58.83,494.94,494.94,179.33,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구주택), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,14.307,4,0,1,0,0,0,494.94,0,0,0,0,0,6,6,69,광교1동
5276,경기도 수원시 영통구 이의동 1318-1번지,41117,10300,0,1318,1,1.08E+13,1,일반,2,일반건축물,경기도 수원시 영통구 센트럴파크로127번길 147-1 (이의동),,,,,0,4.11E+11,10301,0,147,1,,0,주건축물,323.4,193.96,59.98,576.95,576.95,178.4,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"단독주택(다가구), 근린생활시설",10,(철근)콘크리트,(철근)콘크리트,0,5,17.8,4,0,0,0,0,0,576.95,0,0,0,0,0,6,6,0,광교1동
